,Nama_Produk,Akun,ulasan,rate,ulasan_tokenize,ulasan_normalized,ulasan_stop_removed,ulasan_Stemmed,ulasan_clean
271,Goto Disposable Mask KN 95 Facemask 5Ply Earloop Masker KN95 5 Ply - 10 pcs,Anisah,masker talinya panjang dan gak sakit dikupingmantap,5,"['masker', 'talinya', 'panjang', 'dan', 'gak', 'sakit', 'dikupingmantap']","['masker', 'talinya', 'panjang', 'dan', 'tidak', 'sakit', 'dikupingmantap']","['masker', 'talinya', 'sakit', 'dikupingmantap']","['masker', 'tali', 'sakit', 'dikupingmantap']",masker tali sakit dikupingmantap
272,Goto Disposable Mask KN 95 Facemask 5Ply Earloop Masker KN95 5 Ply - 10 pcs,Rizal,terima kasih,5,"['terima', 'kasih']","['terima', 'kasih']","['terima', 'kasih']","['terima', 'kasih']",terima kasih
273,Goto Disposable Mask KN 95 Facemask 5Ply Earloop Masker KN95 5 Ply - 10 pcs,Fitria,bagus dalemnya ada plastik lagi semoga aman,5,"['bagus', 'dalemnya', 'ada', 'plastik', 'lagi', 'semoga', 'aman']","['bagus', 'dalemnya', 'ada', 'plastik', 'lagi', 'semoga', 'aman']","['bagus', 'dalemnya', 'plastik', 'semoga', 'aman']","['bagus', 'dalem', 'plastik', 'moga', 'aman']",bagus dalem plastik moga aman
274,Goto Disposable Mask KN 95 Facemask 5Ply Earloop Masker KN95 5 Ply - 10 pcs,R***a,service bagus delivery tepat waktu,5,"['service', 'bagus', 'delivery', 'tepat', 'waktu']","['service', 'bagus', 'delivery', 'tepat', 'waktu']","['service', 'bagus', 'delivery']","['service', 'bagus', 'delivery']",service bagus delivery
275,Goto Disposable Mask KN 95 Facemask 5Ply Earloop Masker KN95 5 Ply - 10 pcs,Taufiq,barang diterima dgn baik,5,"['barang', 'diterima', 'dgn', 'baik']","['barang', 'diterima', 'dgn', 'baik']","['barang', 'diterima', 'dgn']","['barang', 'terima', 'dgn']",barang terima dgn
276,Goto Disposable Mask KN 95 Facemask 5Ply Earloop Masker KN95 5 Ply - 10 pcs,T***h,murah dan berkualitas dipakenya juga enak,5,"['murah', 'dan', 'berkualitas', 'dipakenya', 'juga', 'enak']","['murah', 'dan', 'berkualitas', 'dipakenya', 'juga', 'enak']","['murah', 'berkualitas', 'dipakenya', 'enak']","['murah', 'kualitas', 'dipakenya', 'enak']",murah kualitas dipakenya enak
277,Goto Disposable Mask KN 95 Facemask 5Ply Earloop Masker KN95 5 Ply - 10 pcs,Beta,paket sudah diterima dalam keadaan oke respon seller cepat proses pesanan cepat kualitas oke sesuai gambar dan pesanan terima kasih dan semoga sukses,5,"['paket', 'sudah', 'diterima', 'dalam', 'keadaan', 'oke', 'respon', 'seller', 'cepat', 'proses', 'pesanan', 'cepat', 'kualitas', 'oke', 'sesuai', 'gambar', 'dan', 'pesanan', 'terima', 'kasih', 'dan', 'semoga', 'sukses']","['paket', 'sudah', 'diterima', 'dalam', 'keadaan', 'oke', 'respon', 'seller', 'cepat', 'proses', 'pesanan', 'cepat', 'kualitas', 'oke', 'sesuai', 'gambar', 'dan', 'pesanan', 'terima', 'kasih', 'dan', 'semoga', 'sukses']","['paket', 'diterima', 'oke', 'respon', 'seller', 'cepat', 'proses', 'pesanan', 'cepat', 'kualitas', 'oke', 'sesuai', 'gambar', 'pesanan', 'terima', 'kasih', 'semoga', 'sukses']","['paket', 'terima', 'oke', 'respon', 'seller', 'cepat', 'proses', 'pesan', 'cepat', 'kualitas', 'oke', 'sesuai', 'gambar', 'pesan', 'terima', 'kasih', 'moga', 'sukses']",paket terima oke respon seller cepat proses pesan cepat kualitas oke sesuai gambar pesan terima kasih moga sukses
278,Goto Disposable Mask KN 95 Facemask 5Ply Earloop Masker KN95 5 Ply - 10 pcs,Syarizal,pengiriman cepatmantappp,5,"['pengiriman', 'cepatmantappp']","['pengiriman', 'cepat']","['pengiriman', 'cepat']","['kirim', 'cepat']",kirim cepat
279,Goto Disposable Mask KN 95 Facemask 5Ply Earloop Masker KN95 5 Ply - 10 pcs,Cecep,kualitas bagus recommended,5,"['kualitas', 'bagus', 'recommended']","['kualitas', 'bagus', 'rekomendasi']","['kualitas', 'bagus', 'rekomendasi']","['kualitas', 'bagus', 'rekomendasi']",kualitas bagus rekomendasi
280,Madame Gie Protect You KN95 Mask - Masker Kesehatan,A***i,kaget ama kemasannya tdk sesuai dgn apa yg aku bayangkan apakah karna aku beli hrga kejar diskon klo hrga normal mungkin lebih rapih ya secara rb banding rb btw makasih maskernya kakak,2,"['kaget', 'ama', 'kemasannya', 'tdk', 'sesuai', 'dgn', 'apa', 'yg', 'aku', 'bayangkan', 'apakah', 'karna', 'aku', 'beli', 'hrga', 'kejar', 'diskon', 'klo', 'hrga', 'normal', 'mungkin', 'lebih', 'rapih', 'ya', 'secara', 'rb', 'banding', 'rb', 'btw', 'makasih', 'maskernya', 'kakak']","['kaget', 'ama', 'kemasannya', 'tdk', 'sesuai', 'dgn', 'apa', 'yang', 'aku', 'bayangkan', 'apakah', 'karna', 'aku', 'beli', 'hrga', 'kejar', 'diskon', 'klo', 'hrga', 'normal', 'mungkin', 'lebih', 'rapih', 'ya', 'secara', 'rb', 'banding', 'rb', 'btw', 'makasih', 'maskernya', 'kakak']","['kaget', 'ama', 'kemasannya', 'tdk', 'sesuai', 'dgn', 'bayangkan', 'karna', 'beli', 'hrga', 'kejar', 'diskon', 'klo', 'hrga', 'normal', 'rapih', 'ya', 'rb', 'banding', 'rb', 'btw', 'makasih', 'maskernya', 'kakak']","['kaget', 'ama', 'kemas', 'tdk', 'sesuai', 'dgn', 'bayang', 'karna', 'beli', 'hrga', 'kejar', 'diskon', 'klo', 'hrga', 'normal', 'rapih', 'ya', 'rb', 'banding', 'rb', 'btw', 'makasih', 'masker', 'kakak']",kaget ama kemas tdk sesuai dgn bayang karna beli hrga kejar diskon klo hrga normal rapih ya rb banding rb btw makasih masker kakak
281,Madame Gie Protect You KN95 Mask - Masker Kesehatan,S***a,sesuai deskripsi,5,"['sesuai', 'deskripsi']","['sesuai', 'deskripsi']","['sesuai', 'deskripsi']","['sesuai', 'deskripsi']",sesuai deskripsi
282,Madame Gie Protect You KN95 Mask - Masker Kesehatan,C***a,sudah diterima,5,"['sudah', 'diterima']","['sudah', 'diterima']",['diterima'],['terima'],terima
283,Madame Gie Protect You KN95 Mask - Masker Kesehatan,Afrizal,kaya masker biasa sejenis gk ada merkembossed ati temen tertipu dgn merk nya,2,"['kaya', 'masker', 'biasa', 'sejenis', 'gk', 'ada', 'merkembossed', 'ati', 'temen', 'tertipu', 'dgn', 'merk', 'nya']","['kaya', 'masker', 'biasa', 'sejenis', 'gk', 'ada', 'merkembossed', 'ati', 'temen', 'tertipu', 'dgn', 'merk', 'nya']","['kaya', 'masker', 'sejenis', 'gk', 'merkembossed', 'ati', 'temen', 'tertipu', 'dgn', 'merk', 'nya']","['kaya', 'masker', 'jenis', 'gk', 'merkembossed', 'ati', 'temen', 'tipu', 'dgn', 'merk', 'nya']",kaya masker jenis gk merkembossed ati temen tipu dgn merk nya
284,Madame Gie Protect You KN95 Mask - Masker Kesehatan,M***i,thanks gan barang udah sampai,4,"['thanks', 'gan', 'barang', 'udah', 'sampai']","['thanks', 'gan', 'barang', 'udah', 'sampai']","['thanks', 'gan', 'barang', 'udah']","['thanks', 'gan', 'barang', 'udah']",thanks gan barang udah
285,Madame Gie Protect You KN95 Mask - Masker Kesehatan,Ramadhan,barang bagus sampainya cepat dibungkus dg aman,5,"['barang', 'bagus', 'sampainya', 'cepat', 'dibungkus', 'dg', 'aman']","['barang', 'bagus', 'sampainya', 'cepat', 'dibungkus', 'dg', 'aman']","['barang', 'bagus', 'sampainya', 'cepat', 'dibungkus', 'dg', 'aman']","['barang', 'bagus', 'sampai', 'cepat', 'bungkus', 'dg', 'aman']",barang bagus sampai cepat bungkus dg aman
286,Madame Gie Protect You KN95 Mask - Masker Kesehatan,ANTON,ok,5,['ok'],['ok'],['ok'],['ok'],ok
287,Madame Gie Protect You KN95 Mask - Masker Kesehatan,Joko,biasa aja,2,"['biasa', 'aja']","['biasa', 'aja']",['aja'],['aja'],aja
288,Madame Gie Protect You KN95 Mask - Masker Kesehatan,ANTON,mantab,5,['mantab'],['mantab'],['mantab'],['mantab'],mantab
289,Madame Gie Protect You KN95 Mask - Masker Kesehatan,Maria,kn nya sesuai ekspektasi dipacking jd satu dgn maskernya krn pesan di toko yg sama packing aman rapih,5,"['kn', 'nya', 'sesuai', 'ekspektasi', 'dipacking', 'jd', 'satu', 'dgn', 'maskernya', 'krn', 'pesan', 'di', 'toko', 'yg', 'sama', 'packing', 'aman', 'rapih']","['kn', 'nya', 'sesuai', 'ekspektasi', 'dipacking', 'jd', 'satu', 'dgn', 'maskernya', 'krn', 'pesan', 'di', 'toko', 'yang', 'sama', 'packing', 'aman', 'rapih']","['kn', 'nya', 'sesuai', 'ekspektasi', 'dipacking', 'jd', 'dgn', 'maskernya', 'krn', 'pesan', 'toko', 'packing', 'aman', 'rapih']","['kn', 'nya', 'sesuai', 'ekspektasi', 'dipacking', 'jd', 'dgn', 'masker', 'krn', 'pesan', 'toko', 'packing', 'aman', 'rapih']",kn nya sesuai ekspektasi dipacking jd dgn masker krn pesan toko packing aman rapih
290,Buy 1 Get 1 - Masker Primero - Sachet,A***g,kualitas barang baik pengiriman lbh cepat dr sblm nya,5,"['kualitas', 'barang', 'baik', 'pengiriman', 'lbh', 'cepat', 'dr', 'sblm', 'nya']","['kualitas', 'barang', 'baik', 'pengiriman', 'lbh', 'cepat', 'dr', 'sblm', 'nya']","['kualitas', 'barang', 'pengiriman', 'lbh', 'cepat', 'dr', 'sblm', 'nya']","['kualitas', 'barang', 'kirim', 'lbh', 'cepat', 'dr', 'sblm', 'nya']",kualitas barang kirim lbh cepat dr sblm nya
291,Buy 1 Get 1 - Masker Primero - Sachet,Ayu,good produk di kemas higienis per pcs masker di plastik pengiriman cepat dan kualitas ok,5,"['good', 'produk', 'di', 'kemas', 'higienis', 'per', 'pcs', 'masker', 'di', 'plastik', 'pengiriman', 'cepat', 'dan', 'kualitas', 'ok']","['good', 'produk', 'di', 'kemas', 'higienis', 'per', 'pcs', 'masker', 'di', 'plastik', 'pengiriman', 'cepat', 'dan', 'kualitas', 'ok']","['good', 'produk', 'kemas', 'higienis', 'pcs', 'masker', 'plastik', 'pengiriman', 'cepat', 'kualitas', 'ok']","['good', 'produk', 'kemas', 'higienis', 'pcs', 'masker', 'plastik', 'kirim', 'cepat', 'kualitas', 'ok']",good produk kemas higienis pcs masker plastik kirim cepat kualitas ok
292,Buy 1 Get 1 - Masker Primero - Sachet,a***a,deskripsi produk tidak sesuai dgn yg diterima pengiraman lama dan slow respon kotak penyok meskipun sudah di bubble wrap karena kotak masker tipis,1,"['deskripsi', 'produk', 'tidak', 'sesuai', 'dgn', 'yg', 'diterima', 'pengiraman', 'lama', 'dan', 'slow', 'respon', 'kotak', 'penyok', 'meskipun', 'sudah', 'di', 'bubble', 'wrap', 'karena', 'kotak', 'masker', 'tipis']","['deskripsi', 'produk', 'tidak', 'sesuai', 'dgn', 'yang', 'diterima', 'pengiraman', 'lama', 'dan', 'slow', 'respon', 'kotak', 'penyok', 'meskipun', 'sudah', 'di', 'bubble', 'wrap', 'karena', 'kotak', 'masker', 'tipis']","['deskripsi', 'produk', 'sesuai', 'dgn', 'diterima', 'pengiraman', 'slow', 'respon', 'kotak', 'penyok', 'bubble', 'wrap', 'kotak', 'masker', 'tipis']","['deskripsi', 'produk', 'sesuai', 'dgn', 'terima', 'iram', 'slow', 'respon', 'kotak', 'penyok', 'bubble', 'wrap', 'kotak', 'masker', 'tipis']",deskripsi produk sesuai dgn terima iram slow respon kotak penyok bubble wrap kotak masker tipis
293,Buy 1 Get 1 - Masker Primero - Sachet,M***y,top lah keren,5,"['top', 'lah', 'keren']","['top', 'lah', 'keren']","['top', 'keren']","['top', 'keren']",top keren
294,Buy 1 Get 1 - Masker Primero - Sachet,M***l,parahini masker hargany overpersis dengan yg harga ribu dus official store tokopedia harus lebih selektif barang tidak bermutu over price pula ini masker sertifikasi aja daily maskdijual seharga surgical mask,1,"['parahini', 'masker', 'hargany', 'overpersis', 'dengan', 'yg', 'harga', 'ribu', 'dus', 'official', 'store', 'tokopedia', 'harus', 'lebih', 'selektif', 'barang', 'tidak', 'bermutu', 'over', 'price', 'pula', 'ini', 'masker', 'sertifikasi', 'aja', 'daily', 'maskdijual', 'seharga', 'surgical', 'mask']","['parahini', 'masker', 'hargany', 'overpersis', 'dengan', 'yang', 'harga', 'ribu', 'dus', 'official', 'store', 'tokopedia', 'harus', 'lebih', 'selektif', 'barang', 'tidak', 'bermutu', 'over', 'price', 'pula', 'ini', 'masker', 'sertifikasi', 'aja', 'daily', 'maskdijual', 'seharga', 'surgical', 'mask']","['parahini', 'masker', 'hargany', 'overpersis', 'harga', 'ribu', 'dus', 'official', 'store', 'tokopedia', 'selektif', 'barang', 'bermutu', 'over', 'price', 'masker', 'sertifikasi', 'aja', 'daily', 'maskdijual', 'seharga', 'surgical', 'mask']","['parahini', 'masker', 'hargany', 'overpersis', 'harga', 'ribu', 'dus', 'official', 'store', 'tokopedia', 'selektif', 'barang', 'mutu', 'over', 'price', 'masker', 'sertifikasi', 'aja', 'daily', 'maskdijual', 'harga', 'surgical', 'mask']",parahini masker hargany overpersis harga ribu dus official store tokopedia selektif barang mutu over price masker sertifikasi aja daily maskdijual harga surgical mask
295,Buy 1 Get 1 - Masker Primero - Sachet,a***a,barang yg dikirim tdk sesuai deskripsi tidak tertera ijin kemenkes dan tgl exp date di kotak pengiriman lama pesan kotaknya penyok karena gak di packing masukin ke dalam dus untung ada pelindung bubble wrap,1,"['barang', 'yg', 'dikirim', 'tdk', 'sesuai', 'deskripsi', 'tidak', 'tertera', 'ijin', 'kemenkes', 'dan', 'tgl', 'exp', 'date', 'di', 'kotak', 'pengiriman', 'lama', 'pesan', 'kotaknya', 'penyok', 'karena', 'gak', 'di', 'packing', 'masukin', 'ke', 'dalam', 'dus', 'untung', 'ada', 'pelindung', 'bubble', 'wrap']","['barang', 'yang', 'dikirim', 'tdk', 'sesuai', 'deskripsi', 'tidak', 'tertera', 'ijin', 'kemenkes', 'dan', 'tgl', 'exp', 'date', 'di', 'kotak', 'pengiriman', 'lama', 'pesan', 'kotaknya', 'penyok', 'karena', 'tidak', 'di', 'packing', 'masukin', 'ke', 'dalam', 'dus', 'untung', 'ada', 'pelindung', 'bubble', 'wrap']","['barang', 'dikirim', 'tdk', 'sesuai', 'deskripsi', 'tertera', 'ijin', 'kemenkes', 'tgl', 'exp', 'date', 'kotak', 'pengiriman', 'pesan', 'kotaknya', 'penyok', 'packing', 'masukin', 'dus', 'untung', 'pelindung', 'bubble', 'wrap']","['barang', 'kirim', 'tdk', 'sesuai', 'deskripsi', 'tera', 'ijin', 'kemenkes', 'tgl', 'exp', 'date', 'kotak', 'kirim', 'pesan', 'kotak', 'penyok', 'packing', 'masukin', 'dus', 'untung', 'lindung', 'bubble', 'wrap']",barang kirim tdk sesuai deskripsi tera ijin kemenkes tgl exp date kotak kirim pesan kotak penyok packing masukin dus untung lindung bubble wrap
296,Buy 1 Get 1 - Masker Primero - Sachet,Teguh,kotaknya penyok disana sini mngkn dr pihak expediai,5,"['kotaknya', 'penyok', 'disana', 'sini', 'mngkn', 'dr', 'pihak', 'expediai']","['kotaknya', 'penyok', 'disana', 'sini', 'mngkn', 'dr', 'pihak', 'expediai']","['kotaknya', 'penyok', 'disana', 'mngkn', 'dr', 'expediai']","['kotak', 'penyok', 'sana', 'mngkn', 'dr', 'expediai']",kotak penyok sana mngkn dr expediai
297,Buy 1 Get 1 - Masker Primero - Sachet,F***a,barang sesuai dan kualitas baik cuma kardusnya agak penyok sedikit next time mau order lagi kalo ada promo yg menarik banyakin promonya,5,"['barang', 'sesuai', 'dan', 'kualitas', 'baik', 'cuma', 'kardusnya', 'agak', 'penyok', 'sedikit', 'next', 'time', 'mau', 'order', 'lagi', 'kalo', 'ada', 'promo', 'yg', 'menarik', 'banyakin', 'promonya']","['barang', 'sesuai', 'dan', 'kualitas', 'baik', 'cuma', 'kardusnya', 'sedikit', 'penyok', 'sedikit', 'next', 'time', 'mau', 'order', 'lagi', 'kalo', 'ada', 'promo', 'yang', 'menarik', 'banyakin', 'promonya']","['barang', 'sesuai', 'kualitas', 'kardusnya', 'penyok', 'next', 'time', 'order', 'kalo', 'promo', 'menarik', 'banyakin', 'promonya']","['barang', 'sesuai', 'kualitas', 'kardus', 'penyok', 'next', 'time', 'order', 'kalo', 'promo', 'tarik', 'banyakin', 'promonya']",barang sesuai kualitas kardus penyok next time order kalo promo tarik banyakin promonya
298,Buy 1 Get 1 - Masker Primero - Sachet,N***a,dapet harga promo jadi murah pengiriman agak lama mungkin karena promo,5,"['dapet', 'harga', 'promo', 'jadi', 'murah', 'pengiriman', 'agak', 'lama', 'mungkin', 'karena', 'promo']","['dapet', 'harga', 'promo', 'jadi', 'murah', 'pengiriman', 'sedikit', 'lama', 'mungkin', 'karena', 'promo']","['dapet', 'harga', 'promo', 'murah', 'pengiriman', 'promo']","['dapet', 'harga', 'promo', 'murah', 'kirim', 'promo']",dapet harga promo murah kirim promo
299,Buy 1 Get 1 - Masker Primero - Sachet,G***g,agak lama emang diproses sampe dikirim dan nyampe jadi harus agak sabar ya temanteman yg mau beli paket cuman di bubble wrap saja sedikit penyok tapi gpp soalnya isinya yang saya dapat ternyata packagingnya per pcs sealed jadi aman untuk kualitas maskernya belom dicoba tapi saya pernah pake merk ini juga beli di minimarket cukup bagus kualitasnya,5,"['agak', 'lama', 'emang', 'diproses', 'sampe', 'dikirim', 'dan', 'nyampe', 'jadi', 'harus', 'agak', 'sabar', 'ya', 'temanteman', 'yg', 'mau', 'beli', 'paket', 'cuman', 'di', 'bubble', 'wrap', 'saja', 'sedikit', 'penyok', 'tapi', 'gpp', 'soalnya', 'isinya', 'yang', 'saya', 'dapat', 'ternyata', 'packagingnya', 'per', 'pcs', 'sealed', 'jadi', 'aman', 'untuk', 'kualitas', 'maskernya', 'belom', 'dicoba', 'tapi', 'saya', 'pernah', 'pake', 'merk', 'ini', 'juga', 'beli', 'di', 'minimarket', 'cukup', 'bagus', 'kualitasnya']","['sedikit', 'lama', 'emang', 'diproses', 'sampe', 'dikirim', 'dan', 'nyampe', 'jadi', 'harus', 'sedikit', 'sabar', 'ya', 'temanteman', 'yang', 'mau', 'beli', 'paket', 'cuman', 'di', 'bubble', 'wrap', 'saja', 'sedikit', 'penyok', 'tapi', 'gpp', 'soalnya', 'isinya', 'yang', 'saya', 'dapat', 'ternyata', 'packagingnya', 'per', 'pcs', 'sealed', 'jadi', 'aman', 'untuk', 'kualitas', 'maskernya', 'belom', 'dicoba', 'tapi', 'saya', 'pernah', 'pake', 'merk', 'ini', 'juga', 'beli', 'di', 'minimarket', 'cukup', 'bagus', 'kualitasnya']","['emang', 'diproses', 'sampe', 'dikirim', 'nyampe', 'sabar', 'ya', 'temanteman', 'beli', 'paket', 'cuman', 'bubble', 'wrap', 'penyok', 'gpp', 'isinya', 'packagingnya', 'pcs', 'sealed', 'aman', 'kualitas', 'maskernya', 'belom', 'dicoba', 'pake', 'merk', 'beli', 'minimarket', 'bagus', 'kualitasnya']","['emang', 'proses', 'sampe', 'kirim', 'nyampe', 'sabar', 'ya', 'temanteman', 'beli', 'paket', 'cuman', 'bubble', 'wrap', 'penyok', 'gpp', 'isi', 'packagingnya', 'pcs', 'sealed', 'aman', 'kualitas', 'masker', 'bom', 'coba', 'pake', 'merk', 'beli', 'minimarket', 'bagus', 'kualitas']",emang proses sampe kirim nyampe sabar ya temanteman beli paket cuman bubble wrap penyok gpp isi packagingnya pcs sealed aman kualitas masker bom coba pake merk beli minimarket bagus kualitas
